,Country,Code,Year,Obesity,Consumed,Population
66,Angola,AGO,2006,21.1,15.0,20149905.0
67,Angola,AGO,2007,21.7,30.0,20905360.0
68,Angola,AGO,2008,22.3,30.0,21695636.0
69,Angola,AGO,2009,22.9,30.0,22514275.0
70,Angola,AGO,2010,23.6,30.0,23356247.0
71,Angola,AGO,2011,24.2,30.0,24220660.0
72,Angola,AGO,2012,24.8,30.0,25107925.0
73,Angola,AGO,2013,25.5,30.0,26015786.0
74,Angola,AGO,2014,26.2,30.0,26941773.0
75,Angola,AGO,2015,26.8,30.0,27884380.0
76,Angola,AGO,2016,27.5,30.0,28842482.0
121,Austria,AUT,2006,50.2,612.4706464,8285344.0
122,Austria,AUT,2007,50.6,846.8156569,8313731.0
123,Austria,AUT,2008,51.0,907.8868183,8341525.0
124,Austria,AUT,2009,51.4,885.7158476,8372657.0
125,Austria,AUT,2010,51.8,902.8543286,8409945.0
126,Austria,AUT,2011,52.2,1117.3456428,8453501.0
127,Austria,AUT,2012,52.6,1269.0194578,8502230.0
128,Austria,AUT,2013,53.0,1249.0561033,8556191.0
129,Austria,AUT,2014,53.4,1134.7097223,8615205.0
130,Austria,AUT,2015,53.9,1135.8385496,8678667.0
131,Austria,AUT,2016,54.3,1193.2470822,8747306.0
198,Belgium,BEL,2006,56.6,1537.4130848,10619484.0
199,Belgium,BEL,2007,56.9,1103.1183459,10697576.0
200,Belgium,BEL,2008,57.2,649.9305163,10778764.0
201,Belgium,BEL,2009,57.5,934.292881,10859934.0
202,Belgium,BEL,2010,57.8,870.6651789,10938735.0
203,Belgium,BEL,2011,58.1,934.4687495,11013860.0
204,Belgium,BEL,2012,58.3,914.636559,11085355.0
205,Belgium,BEL,2013,58.6,1245.1647608,11154008.0
206,Belgium,BEL,2014,58.9,1258.936808,11221225.0
207,Belgium,BEL,2015,59.2,1073.6106709,11287931.0
208,Belgium,BEL,2016,59.5,1502.1248037,11354407.0
242,Bolivia,BOL,2006,49.9,41.0,9395449.0
243,Bolivia,BOL,2007,50.5,42.0,9558438.0
244,Bolivia,BOL,2008,51.2,43.5,9721457.0
245,Bolivia,BOL,2009,51.8,45.0,9884790.0
246,Bolivia,BOL,2010,52.4,46.0,10048597.0
247,Bolivia,BOL,2011,53.1,47.5,10212951.0
248,Bolivia,BOL,2012,53.7,49.0,10377677.0
249,Bolivia,BOL,2013,54.3,50.5,10542375.0
250,Bolivia,BOL,2014,54.9,52.0,10706517.0
251,Bolivia,BOL,2015,55.5,53.5,10869732.0
252,Bolivia,BOL,2016,56.1,55.0,11031822.0
275,Brazil,BRA,2006,50.2,15538.0,188167353.0
276,Brazil,BRA,2007,50.8,16331.0,190130445.0
277,Brazil,BRA,2008,51.5,17110.0,192030362.0
278,Brazil,BRA,2009,52.1,17660.0,193886505.0
279,Brazil,BRA,2010,52.7,18390.0,195713637.0
280,Brazil,BRA,2011,53.4,19132.0,197514541.0
281,Brazil,BRA,2012,54.0,19720.0,199287292.0
282,Brazil,BRA,2013,54.6,20330.0,201035904.0
283,Brazil,BRA,2014,55.3,20085.0,202763744.0
284,Brazil,BRA,2015,55.9,20333.0,204471759.0
285,Brazil,BRA,2016,56.5,20508.0,206163056.0
297,Bulgaria,BGR,2006,56.9,420.3825188,7631020.0
298,Bulgaria,BGR,2007,57.4,364.1899682,7576675.0
299,Bulgaria,BGR,2008,57.9,444.7178889,7524084.0
300,Bulgaria,BGR,2009,58.4,409.2759028,7473509.0
301,Bulgaria,BGR,2010,58.9,395.3579912,7425011.0
302,Bulgaria,BGR,2011,59.3,359.5197507,7378652.0
303,Bulgaria,BGR,2012,59.8,375.9412509,7334007.0
304,Bulgaria,BGR,2013,60.3,418.6068473,7290092.0
305,Bulgaria,BGR,2014,60.8,376.236244,7245648.0
306,Bulgaria,BGR,2015,61.2,406.257101,7199739.0
307,Bulgaria,BGR,2016,61.7,452.3459583,7151948.0
319,Burundi,BDI,2006,17.3,1.906,7607850.0
320,Burundi,BDI,2007,17.7,1.56,7862226.0
321,Burundi,BDI,2008,18.2,1.357,8126104.0
322,Burundi,BDI,2009,18.6,1.435,8397661.0
323,Burundi,BDI,2010,19.1,1.399,8675606.0
324,Burundi,BDI,2011,19.6,2.0,8958406.0
325,Burundi,BDI,2012,20.1,2.0,9245992.0
326,Burundi,BDI,2013,20.6,2.0,9540302.0
327,Burundi,BDI,2014,21.1,2.0,9844301.0
328,Burundi,BDI,2015,21.6,2.0,10160034.0
329,Burundi,BDI,2016,22.2,2.0,10488002.0
341,Cameroon,CMR,2006,27.3,69.0,18223677.0
342,Cameroon,CMR,2007,27.9,69.0,18730283.0
343,Cameroon,CMR,2008,28.5,69.0,19252674.0
344,Cameroon,CMR,2009,29.2,69.0,19789922.0
345,Cameroon,CMR,2010,29.8,69.0,20341236.0
346,Cameroon,CMR,2011,30.4,68.333,20906392.0
347,Cameroon,CMR,2012,31.0,70.017,21485267.0
348,Cameroon,CMR,2013,31.7,71.733,22077300.0
349,Cameroon,CMR,2014,32.3,73.483,22681853.0
350,Cameroon,CMR,2015,33.0,75.317,23298376.0
351,Cameroon,CMR,2016,33.6,76.0,23926549.0
374,Central African Republic,CAF,2006,21.2,3.0,4118075.0
375,Central African Republic,CAF,2007,21.6,3.0,4198004.0
376,Central African Republic,CAF,2008,22.1,3.333,4273368.0
377,Central African Republic,CAF,2009,22.6,5.0,4337623.0
378,Central African Republic,CAF,2010,23.0,8.333,4386765.0
379,Central African Republic,CAF,2011,23.5,10.0,4418639.0
380,Central African Republic,CAF,2012,24.0,13.333,4436411.0
381,Central African Republic,CAF,2013,24.6,16.667,4447945.0
382,Central African Republic,CAF,2014,25.1,20.0,4464171.0
383,Central African Republic,CAF,2015,25.6,20.0,4493171.0
384,Central African Republic,CAF,2016,26.2,20.0,4537683.0
418,Colombia,COL,2006,53.3,1209.0,43200901.0
419,Colombia,COL,2007,53.9,1194.633,43737512.0
420,Colombia,COL,2008,54.5,1280.923,44254972.0
421,Colombia,COL,2009,55.1,1290.5,44750054.0
422,Colombia,COL,2010,55.6,1274.479,45222699.0
423,Colombia,COL,2011,56.2,1311.024,45662747.0
424,Colombia,COL,2012,56.8,1435.065,46075721.0
425,Colombia,COL,2013,57.4,1514.242,46495492.0
426,Colombia,COL,2014,57.9,1617.02,46967706.0
427,Colombia,COL,2015,58.5,1665.451,47520667.0
428,Colombia,COL,2016,59.0,1720.373,48175048.0
440,Congo,COG,2006,25.2,3.0,3745143.0
441,Congo,COG,2007,25.7,3.0,3876123.0
442,Congo,COG,2008,26.3,3.0,4011487.0
443,Congo,COG,2009,26.8,3.0,4145399.0
444,Congo,COG,2010,27.4,3.0,4273738.0
445,Congo,COG,2011,28.0,3.0,4394842.0
446,Congo,COG,2012,28.6,3.0,4510197.0
447,Congo,COG,2013,29.1,3.0,4622757.0
448,Congo,COG,2014,29.7,3.0,4736965.0
449,Congo,COG,2015,30.3,3.0,4856093.0
450,Congo,COG,2016,30.9,3.0,4980996.0
462,Costa Rica,CRI,2006,53.2,375.0,4345421.0
463,Costa Rica,CRI,2007,54.1,375.0,4404626.0
464,Costa Rica,CRI,2008,55.0,375.0,4463123.0
465,Costa Rica,CRI,2009,55.9,267.859,4520739.0
466,Costa Rica,CRI,2010,56.7,295.441,4577371.0
467,Costa Rica,CRI,2011,57.6,407.221,4633086.0
468,Costa Rica,CRI,2012,58.4,380.888,4688003.0
469,Costa Rica,CRI,2013,59.2,423.097,4742111.0
470,Costa Rica,CRI,2014,60.0,335.06,4795390.0
471,Costa Rica,CRI,2015,60.8,380.742,4847805.0
472,Costa Rica,CRI,2016,61.6,448.821,4899336.0
473,Cote d'Ivoire,CIV,2006,25.0,316.667,18754914.0
474,Cote d'Ivoire,CIV,2007,25.7,316.667,19171250.0
475,Cote d'Ivoire,CIV,2008,26.3,317.0,19605568.0
476,Cote d'Ivoire,CIV,2009,26.9,317.0,20059147.0
477,Cote d'Ivoire,CIV,2010,27.6,317.0,20532944.0
478,Cote d'Ivoire,CIV,2011,28.2,317.0,21028652.0
479,Cote d'Ivoire,CIV,2012,28.9,317.0,21547188.0
480,Cote d'Ivoire,CIV,2013,29.6,317.0,22087506.0
481,Cote d'Ivoire,CIV,2014,30.3,317.0,22647672.0
482,Cote d'Ivoire,CIV,2015,30.9,317.0,23226148.0
483,Cote d'Ivoire,CIV,2016,31.6,317.0,23822726.0
484,Croatia,HRV,2006,54.3,386.1328524,4370782.0
485,Croatia,HRV,2007,54.9,386.3344636,4362427.0
486,Croatia,HRV,2008,55.4,377.1421853,4352639.0
487,Croatia,HRV,2009,55.9,365.637529,4341261.0
488,Croatia,HRV,2010,56.4,369.8385933,4328163.0
489,Croatia,HRV,2011,57.0,367.1531434,4313098.0
490,Croatia,HRV,2012,57.5,360.3641197,4295869.0
491,Croatia,HRV,2013,58.0,386.5626254,4276593.0
492,Croatia,HRV,2014,58.6,368.4599917,4255518.0
493,Croatia,HRV,2015,59.1,374.6475415,4232874.0
494,Croatia,HRV,2016,59.6,379.5851774,4208611.0
495,Cuba,CUB,2006,52.6,224.0,11261241.0
496,Cuba,CUB,2007,53.2,224.0,11251117.0
497,Cuba,CUB,2008,53.8,224.0,11236975.0
498,Cuba,CUB,2009,54.4,220.0,11226711.0
499,Cuba,CUB,2010,55.0,220.0,11225833.0
500,Cuba,CUB,2011,55.6,220.0,11236671.0
501,Cuba,CUB,2012,56.2,220.0,11257112.0
502,Cuba,CUB,2013,56.8,220.0,11282722.0
503,Cuba,CUB,2014,57.3,220.0,11306909.0
504,Cuba,CUB,2015,57.9,220.0,11324777.0
505,Cuba,CUB,2016,58.5,220.0,11335108.0
506,Cyprus,CYP,2006,55.3,55.4956657,1045508.0
507,Cyprus,CYP,2007,55.7,69.2840491,1063708.0
508,Cyprus,CYP,2008,56.1,77.2930951,1081568.0
509,Cyprus,CYP,2009,56.5,75.4378673,1098089.0
510,Cyprus,CYP,2010,56.9,73.9056481,1112617.0
511,Cyprus,CYP,2011,57.3,80.7935252,1124837.0
512,Cyprus,CYP,2012,57.7,85.3983201,1135046.0
513,Cyprus,CYP,2013,58.0,89.3106288,1143866.0
514,Cyprus,CYP,2014,58.4,80.7359171,1152297.0
515,Cyprus,CYP,2015,58.8,92.7164588,1160987.0
516,Cyprus,CYP,2016,59.1,93.0903748,1170189.0
517,Czechia,CZE,2006,58.8,631.0135547,10298609.0
518,Czechia,CZE,2007,59.1,678.9607778,10357535.0
519,Czechia,CZE,2008,59.5,621.412751,10425267.0
520,Czechia,CZE,2009,59.8,525.1680463,10488155.0
521,Czechia,CZE,2010,60.2,469.731678,10536514.0
522,Czechia,CZE,2011,60.6,572.4584702,10566512.0
523,Czechia,CZE,2012,60.9,685.226286,10581302.0
524,Czechia,CZE,2013,61.3,637.4253164,10586529.0
525,Czechia,CZE,2014,61.6,998.1837939,10591104.0
526,Czechia,CZE,2015,62.0,708.3671582,10601390.0
527,Czechia,CZE,2016,62.3,806.0065798,10618868.0
528,Democratic Republic of Congo,COD,2006,19.8,200.0,56578046.0
529,Democratic Republic of Congo,COD,2007,20.3,200.0,58453687.0
530,Democratic Republic of Congo,COD,2008,20.8,200.0,60411195.0
531,Democratic Republic of Congo,COD,2009,21.3,200.0,62448572.0
532,Democratic Republic of Congo,COD,2010,21.8,200.0,64563853.0
533,Democratic Republic of Congo,COD,2011,22.4,200.0,66755151.0
534,Democratic Republic of Congo,COD,2012,23.0,200.0,69020749.0
535,Democratic Republic of Congo,COD,2013,23.5,200.0,71358804.0
536,Democratic Republic of Congo,COD,2014,24.1,200.0,73767445.0
537,Democratic Republic of Congo,COD,2015,24.7,200.0,76244532.0
538,Democratic Republic of Congo,COD,2016,25.3,200.0,78789130.0
539,Denmark,DNK,2006,51.7,822.4936613,5444293.0
540,Denmark,DNK,2007,52.1,794.2843231,5469920.0
541,Denmark,DNK,2008,52.5,688.3443275,5497731.0
542,Denmark,DNK,2009,52.9,676.2529948,5526389.0
543,Denmark,DNK,2010,53.3,806.4887504,5554849.0
544,Denmark,DNK,2011,53.6,762.2586282,5582980.0
545,Denmark,DNK,2012,54.0,799.8243258,5610909.0
546,Denmark,DNK,2013,54.3,822.179798,5638152.0
547,Denmark,DNK,2014,54.7,748.0282954,5664199.0
548,Denmark,DNK,2015,55.1,731.400626,5688695.0
549,Denmark,DNK,2016,55.4,753.3328152,5711346.0
572,Dominican Republic,DOM,2006,51.8,377.998,9218681.0
573,Dominican Republic,DOM,2007,52.8,377.998,9338856.0
574,Dominican Republic,DOM,2008,53.8,378.0,9458079.0
575,Dominican Republic,DOM,2009,54.8,378.0,9576736.0
576,Dominican Republic,DOM,2010,55.7,378.0,9695117.0
577,Dominican Republic,DOM,2011,56.7,378.0,9813219.0
578,Dominican Republic,DOM,2012,57.6,378.0,9930916.0
579,Dominican Republic,DOM,2013,58.5,378.0,10048226.0
580,Dominican Republic,DOM,2014,59.4,383.333,10165182.0
581,Dominican Republic,DOM,2015,60.3,388.0,10281675.0
582,Dominican Republic,DOM,2016,61.2,388.0,10397738.0
594,Ecuador,ECU,2006,50.2,150.0,14059379.0
595,Ecuador,ECU,2007,50.8,150.0,14296554.0
596,Ecuador,ECU,2008,51.4,150.0,14535740.0
597,Ecuador,ECU,2009,52.0,150.0,14774412.0
598,Ecuador,ECU,2010,52.5,150.0,15011114.0
599,Ecuador,ECU,2011,53.1,150.0,15243885.0
600,Ecuador,ECU,2012,53.7,150.0,15474099.0
601,Ecuador,ECU,2013,54.3,150.0,15707473.0
602,Ecuador,ECU,2014,54.8,155.0,15951832.0
603,Ecuador,ECU,2015,55.4,155.0,16212022.0
604,Ecuador,ECU,2016,56.0,155.0,16491116.0
616,El Salvador,SLV,2006,53.3,224.1,6079395.0
617,El Salvador,SLV,2007,54.0,253.8,6105810.0
618,El Salvador,SLV,2008,54.7,250.5,6131767.0
619,El Salvador,SLV,2009,55.4,244.3,6157678.0
620,El Salvador,SLV,2010,56.0,268.3,6183877.0
621,El Salvador,SLV,2011,56.7,276.0,6210567.0
622,El Salvador,SLV,2012,57.4,273.4,6237922.0
623,El Salvador,SLV,2013,58.0,276.6,6266076.0
624,El Salvador,SLV,2014,58.7,275.0,6295124.0
625,El Salvador,SLV,2015,59.3,280.0,6325121.0
626,El Salvador,SLV,2016,59.9,285.0,6356137.0
627,Equatorial Guinea,GNQ,2006,21.8,0.0,784494.0
628,Equatorial Guinea,GNQ,2007,22.2,0.0,821686.0
629,Equatorial Guinea,GNQ,2008,22.7,0.0,860839.0
630,Equatorial Guinea,GNQ,2009,23.1,0.0,901589.0
631,Equatorial Guinea,GNQ,2010,23.6,0.0,943640.0
632,Equatorial Guinea,GNQ,2011,24.1,0.0,986861.0
633,Equatorial Guinea,GNQ,2012,24.6,0.0,1031191.0
634,Equatorial Guinea,GNQ,2013,25.1,0.0,1076412.0
635,Equatorial Guinea,GNQ,2014,25.6,0.0,1122273.0
636,Equatorial Guinea,GNQ,2015,26.1,0.0,1168575.0
637,Equatorial Guinea,GNQ,2016,26.7,0.0,1215181.0
649,Estonia,EST,2006,52.5,166.942772,1349373.0
650,Estonia,EST,2007,52.8,101.1320074,1344295.0
651,Estonia,EST,2008,53.1,153.8600031,1340067.0
652,Estonia,EST,2009,53.5,123.4939484,1336140.0
653,Estonia,EST,2010,53.8,104.7827036,1332103.0
654,Estonia,EST,2011,54.1,66.6144089,1327701.0
655,Estonia,EST,2012,54.4,103.9805131,1323163.0
656,Estonia,EST,2013,54.8,120.0561107,1319068.0
657,Estonia,EST,2014,55.1,117.3321496,1316273.0
658,Estonia,EST,2015,55.4,119.0560717,1315330.0
659,Estonia,EST,2016,55.8,121.3223703,1316507.0
671,Ethiopia,ETH,2006,16.3,2609.0,78489205.0
672,Ethiopia,ETH,2007,16.7,2748.0,80674343.0
673,Ethiopia,ETH,2008,17.1,2894.0,82916236.0
674,Ethiopia,ETH,2009,17.6,3048.0,85233923.0
675,Ethiopia,ETH,2010,18.0,3109.0,87639962.0
676,Ethiopia,ETH,2011,18.5,3171.0,90139928.0
677,Ethiopia,ETH,2012,18.9,3235.0,92726982.0
678,Ethiopia,ETH,2013,19.4,3299.0,95385793.0
679,Ethiopia,ETH,2014,19.9,3365.0,98094264.0
680,Ethiopia,ETH,2015,20.4,3433.0,100835453.0
681,Ethiopia,ETH,2016,20.9,3501.0,103603461.0
704,Finland,FIN,2006,54.4,1046.8443604,5277490.0
705,Finland,FIN,2007,54.8,1056.9026471,5297741.0
706,Finland,FIN,2008,55.2,1114.9218201,5319452.0
707,Finland,FIN,2009,55.5,1058.406243,5342266.0
708,Finland,FIN,2010,55.9,1080.4242147,5365784.0
709,Finland,FIN,2011,56.2,1092.9770746,5390036.0
710,Finland,FIN,2012,56.6,1082.0259846,5414769.0
711,Finland,FIN,2013,56.9,1094.6374384,5438984.0
712,Finland,FIN,2014,57.2,1029.736026,5461410.0
713,Finland,FIN,2015,57.6,1110.0593315,5481128.0
714,Finland,FIN,2016,57.9,1147.4113627,5497714.0
715,France,FRA,2006,55.0,5277.5864598,61508924.0
716,France,FRA,2007,55.4,5627.7542717,61869229.0
717,France,FRA,2008,55.9,5151.5666778,62209207.0
718,France,FRA,2009,56.4,5676.7497713,62542883.0
719,France,FRA,2010,56.8,5712.8985095,62879535.0
720,France,FRA,2011,57.3,5961.9527905,63222229.0
721,France,FRA,2012,57.7,5790.2946384,63564224.0
722,France,FRA,2013,58.2,5706.861578,63893521.0
723,France,FRA,2014,58.6,5954.1535262,64193550.0
724,France,FRA,2015,59.0,5591.3268474,64453194.0
725,France,FRA,2016,59.5,5374.538607,64667590.0
726,Gabon,GAB,2006,34.4,0.3,1430144.0
727,Gabon,GAB,2007,35.0,0.3,1472565.0
728,Gabon,GAB,2008,35.6,0.3,1518538.0
729,Gabon,GAB,2009,36.2,0.275,1568925.0
730,Gabon,GAB,2010,36.8,0.25,1624146.0
731,Gabon,GAB,2011,37.4,0.947,1684629.0
732,Gabon,GAB,2012,37.9,1.032,1749677.0
733,Gabon,GAB,2013,38.5,0.967,1817070.0
734,Gabon,GAB,2014,39.1,0.583,1883801.0
735,Gabon,GAB,2015,39.6,0.517,1947690.0
736,Gabon,GAB,2016,40.2,0.5,2007882.0
759,Germany,DEU,2006,53.1,9150.8529671,81472235.0
760,Germany,DEU,2007,53.5,8626.6812829,81277836.0
761,Germany,DEU,2008,53.9,9534.5082725,81065751.0
762,Germany,DEU,2009,54.2,8896.9330624,80899961.0
763,Germany,DEU,2010,54.6,9291.9588588,80827001.0
764,Germany,DEU,2011,54.9,9460.3495609,80855629.0
765,Germany,DEU,2012,55.3,8829.7429627,80972629.0
766,Germany,DEU,2013,55.7,9378.0333038,81174373.0
767,Germany,DEU,2014,56.0,8682.316327,81450370.0
768,Germany,DEU,2015,56.4,8420.9732408,81787411.0
769,Germany,DEU,2016,56.8,8583.0051348,82193770.0
770,Ghana,GHA,2006,25.8,1.59,22379057.0
771,Ghana,GHA,2007,26.4,1.0,22963946.0
772,Ghana,GHA,2008,27.1,2.0,23563832.0
773,Ghana,GHA,2009,27.7,2.0,24170943.0
774,Ghana,GHA,2010,28.3,2.0,24779614.0
775,Ghana,GHA,2011,29.0,2.0,25387713.0
776,Ghana,GHA,2012,29.6,2.0,25996454.0
777,Ghana,GHA,2013,30.2,2.0,26607641.0
778,Ghana,GHA,2014,30.8,2.0,27224480.0
779,Ghana,GHA,2015,31.4,2.0,27849203.0
780,Ghana,GHA,2016,32.0,2.0,28481947.0
781,Greece,GRC,2006,57.9,856.5887765,11185231.0
782,Greece,GRC,2007,58.4,1014.596889,11120371.0
783,Greece,GRC,2008,58.8,978.0725388,11040312.0
784,Greece,GRC,2009,59.3,973.8755111,10959268.0
785,Greece,GRC,2010,59.7,993.6918558,10887640.0
786,Greece,GRC,2011,60.2,1022.5487747,10829074.0
787,Greece,GRC,2012,60.6,1076.0986103,10781119.0
788,Greece,GRC,2013,61.0,1100.5433247,10740501.0
789,Greece,GRC,2014,61.5,1087.938479,10701460.0
790,Greece,GRC,2015,61.9,1048.89193,10659737.0
791,Greece,GRC,2016,62.3,1386.3147208,10615183.0
803,Guatemala,GTM,2006,49.0,300.0,13397022.0
804,Guatemala,GTM,2007,49.7,300.0,13700326.0
805,Guatemala,GTM,2008,50.4,300.0,14006420.0
806,Guatemala,GTM,2009,51.1,335.0,14316251.0
807,Guatemala,GTM,2010,51.8,320.0,14630420.0
808,Guatemala,GTM,2011,52.5,340.0,14948792.0
809,Guatemala,GTM,2012,53.2,350.0,15270774.0
810,Guatemala,GTM,2013,53.9,360.0,15595821.0
811,Guatemala,GTM,2014,54.6,370.0,15923238.0
812,Guatemala,GTM,2015,55.3,380.0,16252425.0
813,Guatemala,GTM,2016,55.9,390.0,16583079.0
814,Guinea,GIN,2006,21.2,50.0,9307421.0
815,Guinea,GIN,2007,21.7,50.0,9518159.0
816,Guinea,GIN,2008,22.2,50.0,9738796.0
817,Guinea,GIN,2009,22.7,50.0,9964470.0
818,Guinea,GIN,2010,23.3,50.0,10192168.0
819,Guinea,GIN,2011,23.8,50.0,10420459.0
820,Guinea,GIN,2012,24.4,50.0,10652032.0
821,Guinea,GIN,2013,24.9,50.0,10892821.0
822,Guinea,GIN,2014,25.5,50.0,11150970.0
823,Guinea,GIN,2015,26.1,50.0,11432096.0
824,Guinea,GIN,2016,26.6,50.0,11738434.0
836,Guyana,GUY,2006,42.3,5.6,746335.0
837,Guyana,GUY,2007,43.0,5.717,746477.0
838,Guyana,GUY,2008,43.7,7.0,746815.0
839,Guyana,GUY,2009,44.5,8.467,747718.0
840,Guyana,GUY,2010,45.2,8.233,749430.0
841,Guyana,GUY,2011,45.9,8.5,752029.0
842,Guyana,GUY,2012,46.6,8.6,755388.0
843,Guyana,GUY,2013,47.3,8.7,759281.0
844,Guyana,GUY,2014,48.0,8.8,763371.0
845,Guyana,GUY,2015,48.7,8.9,767433.0
846,Guyana,GUY,2016,49.4,9.0,771363.0
847,Haiti,HTI,2006,43.9,340.0,9344784.0
848,Haiti,HTI,2007,45.0,340.0,9495336.0
849,Haiti,HTI,2008,46.2,340.0,9646570.0
850,Haiti,HTI,2009,47.3,340.0,9798046.0
851,Haiti,HTI,2010,48.5,340.0,9949318.0
852,Haiti,HTI,2011,49.6,340.0,10100320.0
853,Haiti,HTI,2012,50.7,340.0,10250922.0
854,Haiti,HTI,2013,51.8,340.0,10400672.0
855,Haiti,HTI,2014,52.8,340.0,10549007.0
856,Haiti,HTI,2015,53.9,340.0,10695540.0
857,Haiti,HTI,2016,54.9,340.0,10839976.0
869,Honduras,HND,2006,48.1,230.0,7634295.0
870,Honduras,HND,2007,48.9,230.0,7808520.0
871,Honduras,HND,2008,49.7,245.0,7980955.0
872,Honduras,HND,2009,50.4,268.333,8150780.0
873,Honduras,HND,2010,51.2,306.667,8317467.0
874,Honduras,HND,2011,52.0,335.0,8480670.0
875,Honduras,HND,2012,52.8,340.0,8640692.0
876,Honduras,HND,2013,53.5,345.0,8798524.0
877,Honduras,HND,2014,54.3,350.0,8955579.0
878,Honduras,HND,2015,55.0,355.0,9112904.0
879,Honduras,HND,2016,55.8,365.0,9270794.0
880,Hungary,HUN,2006,56.3,598.0178103,10055657.0
881,Hungary,HUN,2007,56.8,522.2031582,10024158.0
882,Hungary,HUN,2008,57.4,493.9782409,9991867.0
883,Hungary,HUN,2009,57.9,445.2858406,9959439.0
884,Hungary,HUN,2010,58.4,375.7144707,9927380.0
885,Hungary,HUN,2011,59.0,180.0658698,9895689.0
886,Hungary,HUN,2012,59.5,252.2423751,9864363.0
887,Hungary,HUN,2013,60.0,176.7431103,9833923.0
888,Hungary,HUN,2014,60.6,399.6660661,9804991.0
889,Hungary,HUN,2015,61.1,403.5441855,9777925.0
890,Hungary,HUN,2016,61.6,370.6062847,9752970.0
902,India,IND,2006,14.6,1238.0,1165486291.0
903,India,IND,2007,15.1,1275.0,1183209471.0
904,India,IND,2008,15.6,1350.0,1200669762.0
905,India,IND,2009,16.0,1275.0,1217726217.0
906,India,IND,2010,16.5,1325.0,1234281163.0
907,India,IND,2011,17.0,1325.0,1250287939.0
